id,Product,Facility,Year,Season,Energy_Use_kWh,Water_Use_L,CO2_Emissions_kg,Waste_kg,Units_Produced,CO2_per_unit,Energy_per_unit,Water_per_unit,Waste_per_unit,Efficiency_Score,Product_Category
1065,Whipping Cream,Copenhagen Plant,2024,Summer,1154,2575,120,20,528,0.23,2.19,4.88,0.04,2.62,Cream Products
1066,Whipping Cream,Aarhus Plant,2024,Summer,1333,2975,138,24,585,0.24,2.28,5.09,0.04,2.59,Cream Products
1067,Whipping Cream,Odense Plant,2024,Summer,1280,2856,133,23,539,0.25,2.37,5.3,0.04,2.56,Cream Products
1068,Whipping Cream,Aalborg Plant,2024,Summer,1252,2792,130,22,507,0.26,2.47,5.51,0.04,2.52,Cream Products
1069,Sour Cream,Copenhagen Plant,2024,Summer,1307,2988,131,23,522,0.25,2.5,5.72,0.04,2.51,Cream Products
1070,Sour Cream,Aarhus Plant,2024,Summer,1395,3189,140,25,534,0.26,2.61,5.97,0.05,2.47,Cream Products
1071,Sour Cream,Odense Plant,2024,Summer,1341,3064,134,24,492,0.27,2.73,6.23,0.05,2.43,Cream Products
1072,Sour Cream,Aalborg Plant,2024,Summer,1419,3244,142,25,501,0.28,2.83,6.48,0.05,2.39,Cream Products
1073,Cottage Cheese,Copenhagen Plant,2024,Summer,1600,3781,150,31,612,0.25,2.61,6.18,0.05,2.47,Cheese Products
1074,Cottage Cheese,Aarhus Plant,2024,Summer,1586,3749,149,31,582,0.26,2.73,6.44,0.05,2.43,Cheese Products
1075,Cottage Cheese,Odense Plant,2024,Summer,1662,3927,156,32,585,0.27,2.84,6.71,0.05,2.39,Cheese Products
1076,Cottage Cheese,Aalborg Plant,2024,Summer,1720,4067,162,33,583,0.28,2.95,6.98,0.06,2.35,Cheese Products
1077,Ice Cream,Copenhagen Plant,2024,Summer,2477,4865,274,58,774,0.35,3.2,6.29,0.07,2.24,Cream Products
1078,Ice Cream,Aarhus Plant,2024,Summer,2681,5266,297,62,802,0.37,3.34,6.57,0.08,2.18,Cream Products
1079,Ice Cream,Odense Plant,2024,Summer,2895,5687,321,67,832,0.39,3.48,6.84,0.08,2.13,Cream Products
1080,Ice Cream,Aalborg Plant,2024,Summer,2746,5394,304,64,759,0.4,3.62,7.11,0.08,2.08,Cream Products
1081,Whole Milk,Copenhagen Plant,2024,Autumn,2291,7773,147,20,1192,0.12,1.92,6.52,0.02,2.76,Milk Products
1082,Whole Milk,Aarhus Plant,2024,Autumn,2243,7612,144,20,1119,0.13,2.0,6.8,0.02,2.73,Milk Products
1083,Whole Milk,Odense Plant,2024,Autumn,2551,8655,164,23,1222,0.13,2.09,7.08,0.02,2.7,Milk Products
1084,Whole Milk,Aalborg Plant,2024,Autumn,2655,9009,171,24,1223,0.14,2.17,7.37,0.02,2.67,Milk Products
1085,Skim Milk,Copenhagen Plant,2024,Autumn,2108,7461,134,18,1083,0.12,1.95,6.89,0.02,2.75,Milk Products
1086,Skim Milk,Aarhus Plant,2024,Autumn,2328,8237,148,20,1146,0.13,2.03,7.19,0.02,2.72,Milk Products
1087,Skim Milk,Odense Plant,2024,Autumn,2126,7523,135,18,1005,0.13,2.12,7.49,0.02,2.69,Milk Products
1088,Skim Milk,Aalborg Plant,2024,Autumn,2088,7388,133,18,949,0.14,2.2,7.79,0.02,2.66,Milk Products
1089,Organic Milk,Copenhagen Plant,2024,Autumn,2641,8666,173,23,902,0.19,2.93,9.61,0.03,2.39,Milk Products
1090,Organic Milk,Aarhus Plant,2024,Autumn,2736,8976,180,24,895,0.2,3.06,10.03,0.03,2.35,Milk Products
1091,Organic Milk,Odense Plant,2024,Autumn,2919,9579,192,26,917,0.21,3.18,10.45,0.03,2.3,Milk Products
1092,Organic Milk,Aalborg Plant,2024,Autumn,2778,9115,182,24,839,0.22,3.31,10.86,0.03,2.26,Milk Products
1093,Cheddar Cheese,Copenhagen Plant,2024,Autumn,1706,3257,217,35,358,0.61,4.77,9.1,0.1,1.62,Cheese Products
1094,Cheddar Cheese,Aarhus Plant,2024,Autumn,1800,3437,229,37,362,0.63,4.97,9.49,0.1,1.54,Cheese Products
1095,Cheddar Cheese,Odense Plant,2024,Autumn,1725,3294,220,35,333,0.66,5.18,9.89,0.11,1.46,Cheese Products
1096,Cheddar Cheese,Aalborg Plant,2024,Autumn,1759,3358,224,36,326,0.69,5.4,10.3,0.11,1.38,Cheese Products
1097,Mozzarella Cheese,Copenhagen Plant,2024,Autumn,1491,2841,188,30,362,0.52,4.12,7.85,0.08,1.87,Cheese Products
1098,Mozzarella Cheese,Aarhus Plant,2024,Autumn,1774,3380,224,35,413,0.54,4.3,8.18,0.08,1.8,Cheese Products
1099,Mozzarella Cheese,Odense Plant,2024,Autumn,1625,3096,205,33,363,0.56,4.48,8.53,0.09,1.73,Cheese Products
1100,Mozzarella Cheese,Aalborg Plant,2024,Autumn,1931,3678,244,39,415,0.59,4.65,8.86,0.09,1.67,Cheese Products
1101,Blue Cheese,Copenhagen Plant,2024,Autumn,1737,3256,232,40,246,0.94,7.06,13.24,0.16,0.72,Cheese Products
1102,Blue Cheese,Aarhus Plant,2024,Autumn,2105,3947,281,48,286,0.98,7.36,13.8,0.17,0.61,Cheese Products
1103,Blue Cheese,Odense Plant,2024,Autumn,2126,3987,283,49,277,1.02,7.68,14.39,0.18,0.48,Cheese Products
1104,Blue Cheese,Aalborg Plant,2024,Autumn,2312,4336,308,53,290,1.06,7.97,14.95,0.18,0.37,Cheese Products
1105,Cream Cheese,Copenhagen Plant,2024,Autumn,1528,3055,193,31,439,0.44,3.48,6.96,0.07,2.11,Cheese Products
1106,Cream Cheese,Aarhus Plant,2024,Autumn,1661,3322,210,33,458,0.46,3.63,7.25,0.07,2.06,Cheese Products
1107,Cream Cheese,Odense Plant,2024,Autumn,1758,3516,222,35,465,0.48,3.78,7.56,0.08,2.0,Cheese Products
1108,Cream Cheese,Aalborg Plant,2024,Autumn,1606,3213,203,32,409,0.5,3.93,7.86,0.08,1.94,Cheese Products
1109,Greek Yogurt,Copenhagen Plant,2024,Autumn,1292,5167,108,25,741,0.15,1.74,6.97,0.03,2.8,Yogurt Products
1110,Greek Yogurt,Aarhus Plant,2024,Autumn,1449,5798,121,28,797,0.15,1.82,7.27,0.04,2.77,Yogurt Products
1111,Greek Yogurt,Odense Plant,2024,Autumn,1653,6611,138,32,872,0.16,1.9,7.58,0.04,2.74,Yogurt Products
1112,Greek Yogurt,Aalborg Plant,2024,Autumn,1515,6061,126,29,769,0.16,1.97,7.88,0.04,2.72,Yogurt Products
1113,Regular Yogurt,Copenhagen Plant,2024,Autumn,1210,5141,102,23,845,0.12,1.43,6.08,0.03,2.92,Yogurt Products
1114,Regular Yogurt,Aarhus Plant,2024,Autumn,1274,5413,107,24,852,0.13,1.5,6.35,0.03,2.89,Yogurt Products
1115,Regular Yogurt,Odense Plant,2024,Autumn,1403,5964,118,26,901,0.13,1.56,6.62,0.03,2.87,Yogurt Products
1116,Regular Yogurt,Aalborg Plant,2024,Autumn,1328,5643,112,25,820,0.14,1.62,6.88,0.03,2.85,Yogurt Products
1117,Flavored Yogurt,Copenhagen Plant,2024,Autumn,1448,5791,120,27,884,0.14,1.64,6.55,0.03,2.84,Yogurt Products
1118,Flavored Yogurt,Aarhus Plant,2024,Autumn,1445,5778,120,27,845,0.14,1.71,6.84,0.03,2.82,Yogurt Products
1119,Flavored Yogurt,Odense Plant,2024,Autumn,1449,5796,120,27,814,0.15,1.78,7.12,0.03,2.79,Yogurt Products
1120,Flavored Yogurt,Aalborg Plant,2024,Autumn,1622,6488,134,31,876,0.15,1.85,7.41,0.04,2.76,Yogurt Products
1121,Salted Butter,Copenhagen Plant,2024,Autumn,1318,1785,179,24,330,0.54,3.99,5.41,0.07,1.91,Butter Products
1122,Salted Butter,Aarhus Plant,2024,Autumn,1143,1549,155,21,275,0.56,4.16,5.63,0.08,1.84,Butter Products
1123,Salted Butter,Odense Plant,2024,Autumn,1214,1645,164,22,280,0.59,4.34,5.88,0.08,1.77,Butter Products
1124,Salted Butter,Aalborg Plant,2024,Autumn,1315,1782,178,24,292,0.61,4.5,6.1,0.08,1.71,Butter Products
1125,Unsalted Butter,Copenhagen Plant,2024,Autumn,1161,1547,159,20,319,0.5,3.64,4.85,0.06,2.04,Butter Products
1126,Unsalted Butter,Aarhus Plant,2024,Autumn,1174,1565,160,20,310,0.52,3.79,5.05,0.06,1.99,Butter Products
1127,Unsalted Butter,Odense Plant,2024,Autumn,1291,1722,176,22,327,0.54,3.95,5.27,0.07,1.92,Butter Products
1128,Unsalted Butter,Aalborg Plant,2024,Autumn,1213,1618,166,21,295,0.56,4.11,5.48,0.07,1.86,Butter Products
1129,Heavy Cream,Copenhagen Plant,2024,Autumn,985,2298,107,18,518,0.21,1.9,4.44,0.03,2.73,Cream Products
1130,Heavy Cream,Aarhus Plant,2024,Autumn,1036,2418,112,19,523,0.21,1.98,4.62,0.04,2.7,Cream Products
1131,Heavy Cream,Odense Plant,2024,Autumn,1017,2374,110,19,493,0.22,2.06,4.82,0.04,2.67,Cream Products
1132,Heavy Cream,Aalborg Plant,2024,Autumn,1131,2639,123,21,526,0.23,2.15,5.02,0.04,2.64,Cream Products
1133,Light Cream,Copenhagen Plant,2024,Autumn,836,1975,91,15,535,0.17,1.56,3.69,0.03,2.86,Cream Products
1134,Light Cream,Aarhus Plant,2024,Autumn,923,2182,101,17,567,0.18,1.63,3.85,0.03,2.83,Cream Products
1135,Light Cream,Odense Plant,2024,Autumn,862,2038,94,16,508,0.19,1.7,4.01,0.03,2.8,Cream Products
1136,Light Cream,Aalborg Plant,2024,Autumn,1028,2430,112,19,582,0.19,1.77,4.18,0.03,2.78,Cream Products
1137,Whipping Cream,Copenhagen Plant,2024,Autumn,1077,2402,112,19,493,0.23,2.18,4.87,0.04,2.63,Cream Products
1138,Whipping Cream,Aarhus Plant,2024,Autumn,1015,2264,105,18,445,0.24,2.28,5.09,0.04,2.59,Cream Products
1139,Whipping Cream,Odense Plant,2024,Autumn,1014,2262,105,18,427,0.25,2.37,5.3,0.04,2.56,Cream Products
1140,Whipping Cream,Aalborg Plant,2024,Autumn,1147,2560,119,20,465,0.26,2.47,5.51,0.04,2.52,Cream Products
1141,Sour Cream,Copenhagen Plant,2024,Autumn,1159,2650,116,21,463,0.25,2.5,5.72,0.05,2.51,Cream Products
1142,Sour Cream,Aarhus Plant,2024,Autumn,1088,2486,109,19,416,0.26,2.62,5.98,0.05,2.47,Cream Products
1143,Sour Cream,Odense Plant,2024,Autumn,1254,2867,125,22,461,0.27,2.72,6.22,0.05,2.43,Cream Products
1144,Sour Cream,Aalborg Plant,2024,Autumn,1268,2898,127,23,448,0.28,2.83,6.47,0.05,2.39,Cream Products
1145,Cottage Cheese,Copenhagen Plant,2024,Autumn,1226,2899,115,24,469,0.25,2.61,6.18,0.05,2.47,Cheese Products
1146,Cottage Cheese,Aarhus Plant,2024,Autumn,1435,3392,135,28,526,0.26,2.73,6.45,0.05,2.43,Cheese Products
1147,Cottage Cheese,Odense Plant,2024,Autumn,1542,3645,145,30,543,0.27,2.84,6.71,0.06,2.39,Cheese Products
1148,Cottage Cheese,Aalborg Plant,2024,Autumn,1567,3703,147,30,530,0.28,2.96,6.99,0.06,2.34,Cheese Products
1149,Ice Cream,Copenhagen Plant,2024,Autumn,2233,4386,247,52,697,0.35,3.2,6.29,0.07,2.24,Cream Products
1150,Ice Cream,Aarhus Plant,2024,Autumn,2330,4577,258,54,697,0.37,3.34,6.57,0.08,2.18,Cream Products
1151,Ice Cream,Odense Plant,2024,Autumn,2209,4339,245,51,635,0.39,3.48,6.83,0.08,2.13,Cream Products
1152,Ice Cream,Aalborg Plant,2024,Autumn,2309,4535,256,54,638,0.4,3.62,7.11,0.08,2.08,Cream Products
